"","pln_richness","pln_sigma.sig","pln_loglik","cegs_richness","cegs_gamma","cegs_loglik","nb_richness","nb_size.size","nb_loglik","nb_prob.prob"
"76",39.2764409311944,1.25568986894442,-49.0443900893257,47.761713866886,1.06368725526142,-65.414451015576,40.009000351991,0.999361473234578,-40.3806998777261,0.399900870659509
"77",34.6744600682393,0.897056008119022,-52.1670340257232,39.1261190445436,0.293344431923832,-62.5713525969021,34.7237550735117,2.17573416440717,-44.5114580677893,0.52998832786861
"78",58.4827935571973,1.61840979590636,-61.9816432334597,78.5054095351836,1.77972834132544,-90.6460108633735,2519.54093077441,0.005,-61.5570073459863,0.0987309022801665
"79",116.801547886017,1.31889043200519,-262.790259630899,136.437430634683,1.10156173254261,-298.713648088738,165.723489174112,0.329957715738207,-255.574174369113,0.0823935715330493
"80",411.859841535669,2.44669839027064,-388.880247743968,512.471671054381,2.89858165741157,-572.059638963879,9932.85864338742,0.005,-374.838416422341,0.048661208081456
"81",339.226608032627,1.89411866067239,-464.03300655392,474.865770827554,2.26986945717053,-637.384581699345,12680.7489831502,0.005,-447.766281205499,0.0573093877135565
"82",258.887959069231,1.72506001639513,-418.289325881824,358.155484321522,2.02327895896178,-547.371372214365,10085.3109578577,0.005,-419.733719445394,0.0425075908070135
"83",203.417210017628,1.78192663051313,-327.118118772079,405.193956595256,2.82234937991531,-473.897975468499,8524.53892082206,0.005,-310.6144564046,0.0559663477023931
"89",27.1943044995817,1.21028073145387,-100.33926166006,28.552176266276,0.598108025780434,-102.213510932389,30.3691290877176,0.585487832138601,-99.7106155988787,0.0364601981835837
"90",30.9615016098507,1.04748394127411,-61.2938329544814,35.7182665097685,0.6751604720999,-70.2956519754265,31.4104869442634,1.58202043150495,-51.6930137050966,0.366212179611058
"91",29.0836951696319,0.938867914981249,-70.7150581616928,31.7017035551786,0.267439798935689,-75.763265364444,30.9172638307236,1.36626346169633,-62.6071609386578,0.26036087286129
"92",18.875401928728,0.951505997105999,-28.7424164382867,20.9422086673397,0.341801884084574,-34.2450617311859,23.1902305117993,0.658549483062705,-28.5712913268365,0.245244860167787
"93",17.4195633379042,1.3728214618261,-29.5269545718936,20.3839084722832,1.14900924392154,-35.8234928633267,36.0324200356995,0.168668941356647,-29.4060771722314,0.0906051420041159
"94",78.4561424841256,1.3602975844959,-147.459363853405,94.8705506416724,1.22815317164173,-176.597105860068,129.185037665333,0.264073116376135,-137.616411900021,0.110362570053511
"95",10.20497971566,2.51364995640842,-48.5636536913386,12.089300249168,2.761678715025,-51.520320683046,10.6606384766986,0.558916876964165,-34.2734660827272,0.0359109429879356
"96",5.61287473337111,0.00868127697903044,-4.16721269082144,NA,NA,NA,5.63238699167295,126.701560704511,-4.17779484489041,0.990272759005139
"97",43.1267509039954,1.90300844202022,-125.180098423106,47.764185930623,1.64533921425795,-135.84362769347,97.3047032499459,0.116765241030576,-113.385340074186,0.0251816179734975
"98",56.6190629846611,1.08232711493364,-60.9777942943337,67.9023293205622,0.769061910944882,-84.1252733472539,132.895370807302,0.192848924487653,-60.3409298576578,0.216041237597713
"100",9.04334701263993,1.48433082643985,-53.2600566226258,9.14291093960352,0.677739176453586,-53.0866164672155,9.62779537096252,0.582581982523751,-46.2446571404869,0.00922008574168671
"101",14.6691396297609,0.0127796116528212,-16.3273109383898,23.0769305089378,8.32325615790682e-05,-25.1557856914072,14.7430591038977,94.904467836871,-16.3409984083403,0.982436164213138
"102",196.794069282545,1.05508323855932,-236.14848306076,240.259033004858,0.782172321987457,-317.407425585078,357.916155184812,0.278312436164994,-236.312322382427,0.210320797390827
"103",18.0597182028528,1.25638682967445,-63.7629939545259,19.4621144008341,0.837089012246396,-66.4197779281104,18.547590563536,1.18376902742277,-53.7915367206152,0.12269192338384
"104",5.04024928806,0.84077836331935,-19.2249363053852,5.30867008307066,0.000202058014354461,-19.3758124142804,5.01109558032708,5.24735327368608,-15.9600630972371,0.31194070822426
"105",822.066081474113,1.988357938346,-565.07632934474,1259.42179338496,2.60359412592821,-983.793057035935,24474.9991415757,0.005,-557.294836304668,0.103500817851573
"106",77.3822463499268,1.4106243515467,-78.1058792658593,97.7031099199965,1.35699115748663,-113.4461826818,384.710066966038,0.0616667839352488,-73.474005594988,0.168585036736266
"107",22.612338539738,2.15494413914606,-57.9535993193133,27.0174249328794,2.22854545333738,-66.1325051196141,882.436539498227,0.005,-47.8772950312915,0.025742768809501
"108",13.4568452304353,1.11664410953143,-28.6538495670062,14.878149010535,0.632568130327938,-31.9033174812579,13.1325571174395,3.24604998158696,-20.2580845072801,0.571211765146789
"109",12.631977546103,1.03192506448562,-18.6082312166872,15.1305044150482,0.732685190685694,-23.4140390862127,10.6501077416427,119.529415484407,-12.6416990308809,0.984520468683505
"110",4.00342943854985,0.630487810338247,-15.6202932497925,NA,NA,NA,4.00852361882058,3.07065321764602,-15.1829930748289,0.134806075751404
"111",2,0.000681970958400851,-8.28574081960102,NA,NA,NA,NA,NA,NA,NA
"112",7.33258783295985,0.970801580494758,-23.2423811750765,7.97081097724125,0.488708835310221,-24.3742447896408,7.02205551041331,214.509184004267,-16.0495015192741,0.973490568584874
"113",8.00926808866969,0.61187594711048,-29.9171344592878,8.47412240766842,0.000372907324544826,-31.2997561719232,8.02888487377136,2.83387115122827,-29.6952659166472,0.1372716479625
"114",7.47213539942316,1.68433811616478,-31.9016878769306,7.6116680286906,0.928057215258685,-32.0040896678331,8.28876837199883,0.44398469540685,-31.0314381959604,0.0151149830041543
"115",158.114281497883,1.26428788167886,-159.753290150114,212.465966901191,1.27246295218479,-237.572163504831,211.656134421324,0.411853134231817,-147.431767767812,0.281951859331237
"116",32.6292892523728,0.737682462326356,-18.3478167409018,NA,NA,NA,48.5732322555169,0.63678742555713,-18.2388337614252,0.533926926398903
"117",25.6684660658541,0.0817806718900718,-29.6667496161378,40.1739262672935,4.54000243108579e-05,-44.0756069628124,25.9364014759887,37.3951388757475,-29.6674229145773,0.956605360043551
"118",30.1437334072475,0.0163628697593841,-19.1263039069976,51.8181877793349,4.5400123174821e-05,-38.7774637363391,NA,NA,NA,NA
"119",23.3291819958664,0.419626323258752,-20.4661540006512,NA,NA,NA,NA,NA,NA,NA
"120",24.95343127173,0.230962051228133,-22.387458530206,39.6000078080074,4.54001190113242e-05,-36.929531634697,25.2634424650811,13.4134146532051,-22.3840683733347,0.911257565971476
"121",33.6152113677924,0.00949095340124964,-16.3427460653371,NA,NA,NA,NA,NA,NA,NA
"122",20.0721849798223,0.0095660446310864,-15.1494732010775,NA,NA,NA,20.2031073638596,96.8706059337057,-15.1732610637588,0.987884676439775
"123",30.2296183413449,0.366831392879997,-29.2795512066903,NA,NA,NA,30.3696284286808,6.9594395362714,-29.2869790902076,0.830944604492259
"125",12.0213634533416,1.48595587525492,-43.0190126560008,12.5861004501042,0.905969125570501,-44.1575111383751,15.6672622139389,0.423831736392693,-35.0910468654523,0.0574254570785852
"126",821.147617387311,2.17480943934651,-36.2227548620994,103.636375955595,4.5399931280497e-05,-77.5549228937738,NA,NA,NA,NA
"127",61.0963539016593,1.26383083228644,-92.2350965140121,75.7824251806149,1.14092675191304,-117.615479653914,79.114319918922,0.479664984284942,-82.7628050371422,0.218159471265601
"128",59.5393802201489,1.39431060102692,-124.021163880632,68.8292674932668,1.15137835327148,-142.809337098703,95.4670894128907,0.271708739874478,-114.514135065936,0.0957403232327065
"129",33.6210950324904,0.775166166164293,-65.5559350036975,38.6748642384376,0.149946868917869,-74.4202178852201,32.9754087503327,3.84777175327908,-56.3684326110271,0.577045773909828
"130",37.2370388191988,1.31079104564176,-79.1915763821402,42.3979054831954,0.991662232191282,-89.7900375472019,44.6997821687339,0.582091435733248,-68.991941321298,0.165709112401553
"131",24.6889394044426,1.07601522326371,-64.8866602266179,26.5546681917462,0.464335821016657,-68.7455525860768,28.0897301906923,0.858470721589619,-56.9409432506983,0.168496303596548
"132",82.349888409837,1.26798390733151,-158.455906046709,93.7636771852985,0.930043074374749,-183.409213080222,122.715966620071,0.336455555946672,-149.186324625285,0.123513134698015
"133",27.1681600039932,2.12478552947384,-54.6993930106983,34.7444241299341,2.3836915780201,-66.6781720073761,1151.51166301282,0.005,-44.0010371603257,0.0510651682004163
"138",26.5766164844182,2.07091514155831,-116.680824317319,27.7036100904443,1.51883584802822,-118.781972675148,43.3108696429905,0.167482548748231,-103.782557563361,0.00804419968628223
"139",77.3395959894197,1.29876189720003,-139.275347890284,90.0163999614273,1.03358034091909,-165.471956799382,115.445343448002,0.33268150898499,-129.721767332737,0.135997179809051
"140",73.3945081334007,1.94835171869474,-226.844287617276,89.167266527583,2.05784187298175,-251.08174751452,199.310260702305,0.0842709859428481,-212.033994437736,0.0155264101910271
"141",69.1891160963953,1.82367750511784,-182.492982697541,85.1207611187928,1.91356726858761,-207.502408302913,319.901027968744,0.0482668348975389,-170.536320631897,0.0234529724762561
"142",85.9488210238488,2.1287798600558,-109.357175797664,122.094129084799,2.64034345303477,-153.682524991792,2582.88510632356,0.005,-108.801736642039,0.0407535730110299
"143",65.8763717899805,1.46806793429241,-87.9375077354448,80.8708097336256,1.38283506445865,-116.019225239303,220.554768382156,0.0919757590459358,-83.0220088482303,0.120554680901719
"144",51.9165820028462,1.56344727961071,-83.3584907216272,64.3561690233357,1.54065296668761,-105.130898044199,83.3973179124865,0.256544790331931,-72.7683929494823,0.140392271974325
"145",54.9212038721608,1.80067998061129,-142.89535691203,65.9199411036018,1.80151226145773,-161.563903959944,140.905749026275,0.10331529616672,-130.678011882747,0.0325275611887498
"146",50.703254000944,1.86123335375576,-129.650388827585,59.6876038684048,1.80405782644131,-146.203003786584,NA,NA,NA,NA
"147",15.4495101321203,1.81482227130356,-28.9620057586605,17.4352366316649,1.61846246735907,-34.2391321446,91.3430957646686,0.0364135285928375,-28.3142481477885,0.0414127458360826
"148",5.00000000296124,0.31471417660293,-20.8018705521305,5.10737697791585,5.01526329851483e-05,-24.367512615646,NA,NA,NA,NA
"149",7.04592592564738,1.20249963560747,-34.5639717400909,7.29681287524769,0.770648101506689,-35.3744820795259,7.00047656166628,7.81843850158159,-24.4965776085973,0.293108247610362
"150",158.744977228189,1.94206734828995,-740.155951836546,169.763564364278,1.57249317341127,-756.557476114426,211.869593070174,0.226550795259241,-719.823824855606,0.0050267862741864
"151",476.021759603404,2.33578388721421,-246.398551056241,762.959710916792,3.26472250390761,-465.701081524955,10766.5219436309,0.005,-235.560747393274,0.110351962429414
"152",397.849034507749,2.09092673846261,-250.714782800895,706.361179314135,3.027710838444,-464.411168950696,11160.102099238,0.005,-241.567155652169,0.110980789103183
"153",15.316012053105,2.11569083097411,-27.5044509965166,21.0438048767547,2.56206518137521,-35.1121165819468,12.2411019831389,1.6494107213728,-16.2887336054373,0.446787075314464
"154",12.6318436494615,1.54374071644569,-25.1032985547979,14.0333157522131,1.22601331758441,-28.9319435153058,25.6148583075506,0.248284893693509,-18.0064903870597,0.17491384566719
"155",10.2896553073934,0.919551810927501,-34.6737585811707,10.9259737184338,0.000672209711361297,-35.1303290838395,10.6841778453348,1.70712164993363,-28.9453709391106,0.199906879655694
"156",4.0130309721637,0.00912407776512655,-9.02432317891776,NA,NA,NA,4.01406411575175,206.649433203876,-9.03362007214225,0.973010873644737
"157",23.29236119832,1.60554857840094,-64.1715519857374,25.9716565400206,1.31204133226114,-69.7116653024462,37.8278179898723,0.25516328097829,-54.0838932186369,0.0649352898947834
"158",16.3364861946914,0.905743205276028,-42.4292761238807,17.7108498013714,0.000322613405018492,-44.4341827927764,19.3623171532408,1.08420825472677,-34.3006346494137,0.252947115771256
"159",26.6240659220014,1.09334318475638,-57.4214310356399,29.3286153299611,0.582813665557386,-63.5677343417739,29.553414359124,0.987368889310646,-49.1957786295785,0.251163444162977
"160",5.15642786691221,0.527402745231423,-12.911007502739,6.08697973196735,0.000122902049292434,-14.1217380323931,5.08593016672682,203.288523232177,-9.95171769629917,0.98012669840386
"161",5.61287473337111,0.00868127697903044,-4.16721269082144,NA,NA,NA,5.63238699167295,126.701560704511,-4.17779484489041,0.990272759005139
"165",170.060151960271,1.98047776999497,-331.464369057352,218.50082559392,2.19896486067803,-406.48378147775,6190.5618660241,0.005,-317.354132171441,0.0296001114748779
"166",54.4324990604522,1.28390901554656,-105.810613988967,62.2325660476439,0.965151270818255,-122.485955447567,75.2784912880402,0.403576147659576,-96.410838527073,0.142378853298694
"167",78.3070314769217,3.35666313721046,-119.119750123865,99.9482707528734,4.16062288327176,-155.040108138868,1464.03227842847,0.005,-106.916943296846,0.0120345829275892
"168",7.00016557916608,0.848598111127106,-39.0633922024995,7.06515433958545,0.000631626956325281,-39.8628836637918,7.00000485182472,6.63928940383984,-30.6413353324897,0.118116719881031
"169",8.10342364997384,0.486349873422066,-21.8554605243784,9.33333649708473,0.000134893507417302,-24.1997188171668,8.08759218053234,206.509567988911,-15.9909054378465,0.978324632942001
"170",9.60071621691192,0.335845256059969,-17.7651316954587,12.6818309912121,0.000839892402479362,-21.7621113398389,NA,NA,NA,NA
"171",18.6940027424545,1.43894785671105,-28.5735291475043,22.3595966445245,1.28177775556187,-35.9112339490795,20.3326667602037,0.853421268668262,-21.1651676590715,0.351601160506194
"172",5.01030151346849,0.00401640045803583,-10.1465283531636,5.96156838608067,0.00124757028445591,-14.5753651428224,5.01989858523651,341.10745841775,-9.27409964342135,0.98391731611048
"173",122.032398504933,2.01364036750212,-280.335439973201,150.925748444929,2.14221457465553,-328.468159725099,NA,NA,NA,NA
"174",467.110610231087,1.84448210730658,-469.992775801564,784.367906455162,2.54578920279068,-746.317285156238,16750.7546502096,0.005,-460.124489985302,0.0811782151518548
"175",5.24969530443754,0.021132861701411,-9.11985002772961,7.27274071710637,0.000592768337146541,-11.8108397440706,5.53461801603894,184.900035810678,-7.32617049079214,0.987439074654739
"176",4.00173059185135,0.0050971395346823,-9.10349013427932,NA,NA,NA,NA,NA,NA,NA
"177",3.00123663706592,0.512416241339173,-10.8897281078403,NA,NA,NA,3.0030499052923,4.23723835889741,-10.7224376929299,0.196597739164204
"178",6.50032493495031,0.911380297486392,-17.1953296954552,7.00000881589128,0.000228821278397927,-18.1497929455813,NA,NA,NA,NA
"179",7.29892702068712,0.969273708061018,-23.8146188318634,7.765649528913,0.000212368269989053,-23.5869796273574,7.46091627486078,1.46859394589007,-21.7957370951605,0.150192329887294
"180",55.0401849316057,1.38203637913985,-71.6932138364162,72.1862724303683,1.41366960109381,-97.6004506096157,1644.61065468273,0.00860772516957233,-71.9505097926289,0.0949112154409917
"182",29.7044972502246,1.4532004670802,-140.038183770024,30.3917240869303,0.719567620420072,-140.036909578371,33.8281991789484,0.463091189505781,-129.741607941406,0.0149361712786296
"183",427.208274419482,1.38673743255855,-251.964591209229,727.408918583529,1.80940143530597,-495.613113014335,1075.14809194414,0.135235539963914,-236.103922070315,0.296490360725537
"184",59.7269688141069,1.29231958407317,-175.622501898031,62.3893063021628,0.626465073627439,-182.060686517533,73.492694047281,0.475371387092115,-164.807024188068,0.0681143056674868
"185",68.7773598153093,1.64193355986012,-176.256835565028,74.2154038388068,1.23011434929723,-191.529168735661,114.800973981707,0.208842406430223,-163.690652850762,0.0476718011480753
"186",456.720854601092,1.57658723974221,-330.362613145544,669.46033800186,1.87560032966921,-566.783392654715,20727.6221552867,0.005,-318.705677145878,0.169720780634431
"187",14.041898511459,1.03048027467775,-31.8108328035388,15.6991508966427,0.560299247811842,-35.0608439395514,14.1356216072811,2.48860421412226,-24.1655990737444,0.46792940382866
"188",18.7158506348915,1.36133077880183,-43.7687182442312,21.7536797974245,1.14402431982603,-49.3375524629349,18.1536799309951,1.63027980204974,-32.738043635503,0.341768591882685
"189",92.5497503467288,1.91271219740746,-246.428909872008,105.99913007664,1.77332680427806,-273.816590980212,235.29203676328,0.095635589973773,-231.165885543263,0.024915066416367
"190",64.7155574738434,1.84676521553874,-168.068440207559,77.3747800020639,1.84013389494863,-189.883781560987,266.28882093813,0.0554668674728441,-155.945381816741,0.0255727996105331
"191",47.9546500012321,1.17032602582802,-135.965973513333,51.9560099073094,0.664576291917105,-143.774086543161,57.6818921042519,0.50795596958714,-135.61704448432,0.0676239338918327
"192",60.6989637555661,1.75562573780247,-166.714835232239,70.8996994636239,1.66511864889074,-185.097974647849,123.90190082437,0.141522263219054,-154.381286938613,0.0313451797122659
"193",53.731241113355,1.1180219780788,-167.564707872071,57.023042066759,0.487557528529672,-173.516556220436,60.0238864401239,0.664333591985639,-166.835632769042,0.0676041567470308
"194",33.400618171432,0.939492046639939,-82.3831639725669,36.790912233925,0.360457187090797,-88.8179605446188,36.2236891603824,1.16660034618199,-74.8005348660309,0.220950896241682
"195",19.2207850622692,0.573075177817487,-41.9516375056488,23.1429780182318,0.000835437315804481,-47.4298836365466,19.1991116126248,9.33454346852867,-35.2807917782967,0.742970493008115
"196",54.9394028005206,1.43073024260199,-87.1375053211495,66.6881493196087,1.31820432911932,-109.262487997857,108.276900321722,0.198683180092258,-78.9163283437444,0.130767999590321
"197",33.6576134043892,0.600762628039727,-33.3374105526318,NA,NA,NA,38.014684778149,1.58686574359672,-33.1906532611277,0.556885656415391
"198",49.0393557614307,1.71486126464466,-57.4343129975633,68.4707980917891,2.00624621668614,-82.5335328529028,1941.1552181056,0.005,-57.3264776757305,0.0748315075033832
"199",62.2379137154622,1.56128002807279,-54.1087970239738,83.9747812349151,1.71137979341535,-84.6845461716919,89.616082662263,0.298996598528503,-45.1966743058673,0.285676052876684
"200",15.0511012470167,0.00840662739491355,-18.8001016238893,22.9411813554668,4.55327585917706e-05,-27.9107428804568,17.4081692813967,131.834745701432,-14.5073934187834,0.989635886179032
"201",155.841818138587,2.09126811346254,-104.987535174318,230.219083619023,2.68963181387309,-180.828107481204,4611.26839128509,0.005,-99.8765076068701,0.112991409182542
"202",43.7560401012038,0.990294900385111,-31.4599122548003,42.166678664973,4.53999298172432e-05,-46.1542011045194,33.5217872038677,83.9512896227113,-22.8110971797773,0.987359435203933
"203",26.3831001414491,0.206042322787863,-20.6991174304607,42.9230839280307,4.54001130851316e-05,-36.7252443644125,26.5053458727041,20.0251339458348,-20.6991094082631,0.944819622016693
"204",43.7583801182662,2.412864762738,-123.234972658758,50.0783807779673,2.38901657870972,-137.334849221663,1388.48195719469,0.005,-111.109944939823,0.0109336472905707
"205",48.4368768383104,2.47415037485692,-108.875009838299,54.8985510820477,2.46805368123742,-126.168634915356,1510.34285196838,0.005,-97.2227495671005,0.0180864483533409
"206",31.4777912018712,2.3877570569386,-93.3519128695573,33.59230404634,2.07772087212739,-101.111076368315,257.427890923084,0.0220591995402403,-80.8136119629734,0.0143680660489904
"207",27.0547753150472,1.72648103352801,-78.1811417699958,29.7366903717052,1.40494212790938,-84.241020485241,46.9938131776265,0.20231731140372,-67.6250556856792,0.0441227789279791
